	z_coordinate_0	z_coordinate_1
765	0.16774282	0.07184325
766	0.167979	0.07203205
767	0.16789205	0.07170884
768	0.1674053	0.07184462
769	0.1679669	0.07176758
770	0.16761114	0.071818516
771	0.16823703	0.07170008
772	0.16831316	0.071756884
773	0.1680449	0.07173784
774	0.16801348	0.07173671
775	0.16800475	0.071699485
776	0.16829649	0.07195
777	0.16799743	0.07172598
778	0.16819137	0.07127561
779	0.16802973	0.071697965
780	0.16779597	0.071877584
781	0.16806895	0.07173921
782	0.16754013	0.071991935
783	0.16794121	0.07175107
784	0.16826588	0.071955845
785	0.16785294	0.071883395
786	0.16799513	0.071753755
787	0.16783586	0.07200204
788	0.16790937	0.07176329
789	0.16756517	0.07181947
790	0.1694184	0.07186322
791	0.16824412	0.071899995
792	0.16767181	0.07179706
793	0.16806373	0.0717807
794	0.16828795	0.07152982
795	0.1683674	0.071797475
796	0.16787407	0.07176222
797	0.16798535	0.071755216
798	0.16790216	0.07180448
799	0.16785817	0.0717551
800	0.16821392	0.07163189
801	0.1688146	0.07155721
802	0.16778046	0.07173048
803	0.167909	0.07177444
804	0.16805656	0.07181804
805	0.16734189	0.07224266
806	0.1677312	0.07221933
807	0.16814768	0.07215266
808	0.16762422	0.07202996
809	0.16824019	0.07193126
810	0.16792518	0.07161136
811	0.16801666	0.07171179
812	0.16801795	0.07174952
813	0.16796793	0.071625546
814	0.16817005	0.071720436
815	0.16799663	0.07175599
816	0.16791002	0.071698174
817	0.16800205	0.07174961
818	0.16802707	0.0719579
819	0.16877204	0.0714093
820	0.16637705	0.07095499
821	0.16727725	0.07210846
822	0.16811904	0.071771845
823	0.16834508	0.07172607
824	0.16809435	0.07197197
